Xp,Yp,Zp
404963.34375,5015841,239.309997558594
404963.125,5015840.5,239.289993286133
404962.875,5015840.5,239.279998779297
404963.125,5015840.5,239.240005493164
404962.875,5015840.5,239.220001220703
404963.46875,5015841,239.320007324219
404962.75,5015840.5,239.279998779297
404962.71875,5015840.5,239.259994506836
404962.9375,5015840.5,239.279998779297
404963.15625,5015840.5,239.279998779297
404963.375,5015841,239.289993286133
404962.9375,5015840.5,239.279998779297
404963.125,5015840.5,239.339996337891
404963.4375,5015841,239.490005493164
404963.1875,5015840.5,239.339996337891
404963.5,5015841,239.440002441406
404962.6875,5015840.5,239.270004272461
404962.875,5015840.5,239.289993286133
