Xp,Yp,Zp
404900.5625,5015961.5,239.839996337891
404900.4375,5015961,239.740005493164
404900.53125,5015961.5,239.880004882812
404903.3125,5015961,240.039993286133
404903.5,5015961,240.059997558594
404903.40625,5015961,240.029998779297
404903.59375,5015961.5,240.100006103516
404901.34375,5015960.5,240.039993286133
404901.5,5015960.5,240.080001831055
404902.03125,5015961,240.139999389648
404902.21875,5015961.5,240.139999389648
404902.375,5015961.5,240.100006103516
404902.5625,5015962,240.220001220703
404902.71875,5015962,240.179992675781
404902.90625,5015962.5,240.039993286133
404903.09375,5015962.5,240.190002441406
404900.625,5015960,239.800003051758
404900.78125,5015960.5,239.800003051758
404900.9375,5015960.5,239.75
404901.125,5015960.5,239.800003051758
404901.3125,5015961,240.110000610352
404901.5,5015961,240.330001831055
404901.84375,5015961.5,240.089996337891
404902,5015962,240.320007324219
404902.1875,5015962,240.270004272461
404902.375,5015962,240.119995117188
404902.5625,5015962.5,240.149993896484
404902.71875,5015962.5,240.100006103516
404901.46875,5015960.5,240.050003051758
404902,5015961,240.139999389648
404902.15625,5015961,240.130004882812
404902.34375,5015961.5,240.110000610352
404902.5,5015961.5,240.100006103516
404902.71875,5015962,240.279998779297
404902.875,5015962,240.020004272461
404903.0625,5015962.5,240.100006103516
404900.78125,5015960,239.809997558594
404901.3125,5015960.5,239.949996948242
404901.5,5015960.5,240.070007324219
404902,5015961.5,240.130004882812
404902.1875,5015961.5,240.130004882812
404902.5625,5015962,240.279998779297
404902.71875,5015962,240.149993896484
404902.875,5015962.5,240.050003051758
404903.0625,5015962.5,240.119995117188
404900.875,5015961,239.75
404901.03125,5015961,239.850006103516
404901.9375,5015962,240.309997558594
404902.625,5015963,240.119995117188
404900.40625,5015961,239.779998779297
404900.59375,5015961,239.860000610352
404900.53125,5015961,239.800003051758
404900.6875,5015961,239.860000610352
404900.625,5015961,239.759994506836
404900.8125,5015961,239.770004272461
404901,5015961,239.880004882812
404900.625,5015961.5,239.910003662109
