Xp,Yp,Zp
404904.4375,5015953.5,240.470001220703
404904.59375,5015954,240.360000610352
404904.9375,5015954.5,240.199996948242
404903.53125,5015954.5,239.960006713867
404903.6875,5015954.5,240.029998779297
404903.875,5015954.5,240.089996337891
404904.0625,5015955,240.160003662109
404903.96875,5015954,240.059997558594
404904.15625,5015954,240.119995117188
404904.34375,5015954.5,240.130004882812
404904.5,5015954.5,240.169998168945
404904.375,5015954,240.149993896484
404904.5625,5015954,240.210006713867
404904.71875,5015954.5,240.160003662109
404904.875,5015954.5,240.199996948242
404903.25,5015954.5,239.910003662109
404903.40625,5015954.5,239.960006713867
404903.625,5015954.5,240.029998779297
404903.78125,5015955,240.100006103516
404903.9375,5015955,240.160003662109
404902.375,5015955.5,239.860000610352
404902.5625,5015955.5,239.839996337891
404902.71875,5015955.5,239.869995117188
404902.875,5015956,239.910003662109
404903.0625,5015956,239.990005493164
404903.4375,5015956.5,240.309997558594
404902.875,5015955.5,239.860000610352
404903.0625,5015955.5,239.940002441406
404902.375,5015955,239.850006103516
404902.53125,5015955,239.850006103516
404902.71875,5015955.5,239.839996337891
404902.9375,5015954.5,239.869995117188
404903.125,5015955,239.860000610352
404903.3125,5015955,239.960006713867
404903.46875,5015955.5,240.210006713867
404903.65625,5015955.5,240.339996337891
404902.78125,5015954.5,239.860000610352
404902.40625,5015955,239.839996337891
404902.59375,5015955,239.850006103516
404902.75,5015955,239.850006103516
404902.9375,5015955.5,239.860000610352
404903.09375,5015955.5,239.949996948242
404902.5625,5015956.5,239.869995117188
404902.75,5015956.5,239.960006713867
404902.90625,5015957,240
404903.125,5015957,240.270004272461
404902.40625,5015956.5,239.880004882812
404902.5625,5015956.5,239.919998168945
404902.75,5015957,239.960006713867
404902.9375,5015957,240.020004272461
404903.4375,5015958,240.220001220703
404902.3125,5015955.5,239.850006103516
404902.65625,5015956,239.880004882812
404902.84375,5015956.5,239.949996948242
404903.03125,5015956.5,240
404903.21875,5015957,240.25
404903.375,5015957,240.089996337891
404903.53125,5015957,240.210006713867
404902.5,5015956.5,239.889999389648
404902.65625,5015956.5,239.910003662109
404902.84375,5015957,239.970001220703
404903,5015957,240.020004272461
404901.1875,5015956.5,239.820007324219
404901.375,5015957,239.820007324219
404901.5625,5015957,239.839996337891
404901.71875,5015957.5,239.830001831055
404901.90625,5015957.5,239.889999389648
404902.40625,5015958,240.130004882812
404901.5,5015958,239.820007324219
404901.65625,5015958.5,239.839996337891
404901.84375,5015958.5,239.919998168945
404901.46875,5015957.5,239.860000610352
404901.65625,5015958,239.880004882812
