Xp,Yp,Zp
405112.3125,5015784.5,238.130004882812
405112.625,5015783.5,238.25
405112.4375,5015783.5,238.279998779297
405112.625,5015783.5,238.259994506836
405112.4375,5015783,238.25
405112.21875,5015783,238.220001220703
405112.59375,5015783.5,238.259994506836
405112.375,5015783.5,238.279998779297
405112.5625,5015783.5,238.279998779297
405112.34375,5015783,238.300003051758
405113.90625,5015782.5,238.220001220703
405113.6875,5015782.5,238.25
405113.46875,5015782.5,238.240005493164
405113.25,5015782.5,238.240005493164
405113.03125,5015782,238.270004272461
405112.84375,5015782,238.350006103516
405113,5015783,238.149993896484
405112.53125,5015783,238.080001831055
405112.78125,5015782,238.330001831055
405112.96875,5015782.5,238.300003051758
405113.15625,5015782.5,238.300003051758
405113.3125,5015783,238.300003051758
405113.5,5015783,238.279998779297
405112.78125,5015782,238.309997558594
405112.96875,5015782.5,238.279998779297
405113.125,5015782.5,238.270004272461
405113.28125,5015783,238.279998779297
405113.46875,5015783,238.279998779297
405113.875,5015782.5,238.350006103516
405114.0625,5015782.5,238.259994506836
405113.125,5015782,238.419998168945
405113.4375,5015782.5,238.490005493164
405113.625,5015782.5,238.289993286133
405112.28125,5015783,238.360000610352
405112.4375,5015783.5,238.330001831055
405112.59375,5015783.5,238.300003051758
405112.34375,5015783,238.399993896484
405112.5,5015783,238.320007324219
405112.3125,5015783,238.429992675781
405112.46875,5015783,238.330001831055
405112.65625,5015783.5,238.309997558594
405112.3125,5015784.5,238.279998779297
