Xp,Yp,Zp
405072.25,5015764.5,238.289993286133
405072.71875,5015764.5,238.259994506836
405072.5,5015764.5,238.270004272461
405072.28125,5015764.5,238.300003051758
405072.6875,5015764.5,238.279998779297
405072.46875,5015764.5,238.279998779297
405072.375,5015764.5,238.940002441406
405072.25,5015764.5,238.300003051758
405072.59375,5015764.5,238.289993286133
405072.5,5015764.5,238.940002441406
405072.09375,5015764.5,238.380004882812
405072.3125,5015764.5,238.399993896484
405072.53125,5015764.5,238.380004882812
405072.40625,5015764.5,238.339996337891
405072.625,5015764.5,238.309997558594
405072.375,5015764.5,238.320007324219
405072.53125,5015764.5,238.309997558594
405072.71875,5015764.5,238.309997558594
405072.46875,5015764.5,238.410003662109
405072.625,5015764.5,238.309997558594
405072.71875,5015764.5,238.309997558594
405072.25,5015764.5,238.300003051758
405072.5625,5015764.5,238.259994506836
405072.34375,5015764.5,238.240005493164
405072.75,5015764.5,238.389999389648
