Xp,Yp,Zp
405230.75,5015322,236.589996337891
405230.53125,5015322,236.660003662109
405230.75,5015321.5,236.570007324219
405230.53125,5015321.5,236.619995117188
405230.6875,5015321.5,236.580001831055
405230.46875,5015321.5,236.639999389648
405230.8125,5015321.5,236.580001831055
405230.5625,5015321,236.619995117188
405231.03125,5015320.5,236.529998779297
405230.78125,5015320,236.529998779297
405230.5625,5015320,236.619995117188
405231.6875,5015319.5,236.509994506836
405231.46875,5015319.5,236.509994506836
405231.1875,5015319.5,236.470001220703
405230.9375,5015319.5,236.429992675781
405231.5625,5015320,236.479995727539
405231.28125,5015319.5,236.479995727539
405231.03125,5015319.5,236.419998168945
405230.78125,5015319.5,236.419998168945
405231.5,5015320,236.529998779297
405231.28125,5015319.5,236.509994506836
405231.03125,5015319.5,236.479995727539
405230.78125,5015319.5,236.460006713867
405231.65625,5015319.5,236.570007324219
405231.4375,5015319.5,236.550003051758
405231.15625,5015319,236.5
405232,5015319,236.520004272461
405231.75,5015319,236.5
405231.46875,5015318.5,236.429992675781
405231.21875,5015318.5,236.429992675781
405230.78125,5015318,236.559997558594
405232.65625,5015319,236.490005493164
405232.40625,5015318.5,236.539993286133
405232.15625,5015318.5,236.5
405231.9375,5015318.5,236.479995727539
405231.65625,5015318.5,236.419998168945
405231.40625,5015318,236.419998168945
405231.15625,5015318,236.460006713867
405230.9375,5015318,236.520004272461
405230.71875,5015318,236.529998779297
405232.59375,5015319,237.130004882812
405232.46875,5015319,236.539993286133
405232.1875,5015318.5,236.539993286133
405231.96875,5015318.5,236.509994506836
405231.6875,5015318.5,236.449996948242
405231.4375,5015318.5,236.419998168945
405231.21875,5015318,236.440002441406
405231,5015318,236.5
405230.75,5015318,236.610000610352
405232.21875,5015318.5,236.559997558594
405232,5015318.5,236.559997558594
405231.71875,5015318.5,236.490005493164
405231.4375,5015318,236.440002441406
405231.21875,5015318,236.470001220703
405230.96875,5015318,236.529998779297
405230.75,5015318,236.630004882812
405233.25,5015318,237.009994506836
405233.09375,5015318,237.279998779297
405232.71875,5015318,236.860000610352
405232.4375,5015317.5,236.610000610352
405232.4375,5015317.5,237.580001831055
405232.15625,5015317.5,236.520004272461
405231.90625,5015317.5,236.419998168945
405232.78125,5015316.5,236.410003662109
405232.53125,5015316.5,236.380004882812
405233.09375,5015316.5,236.429992675781
405232.8125,5015316.5,236.380004882812
405232.5625,5015316.5,236.350006103516
405232.3125,5015316.5,236.330001831055
405232.625,5015317,236.470001220703
405232.375,5015316.5,236.419998168945
