Xp,Yp,Zp
404982.6875,5015847,239.179992675781
404982.46875,5015847,239.179992675781
404982.65625,5015847,239.139999389648
404982.4375,5015847,239.119995117188
404982.1875,5015847,239.089996337891
404982.53125,5015847,239.220001220703
404982.03125,5015847,239.130004882812
404982.875,5015847,239.199996948242
404982.625,5015847,239.220001220703
404983.4375,5015846.5,239.119995117188
404983.1875,5015846.5,239.070007324219
404983.5,5015846.5,239
404983.4375,5015846.5,238.990005493164
404982.65625,5015847,239.229995727539
404982.875,5015847,239.240005493164
404983.21875,5015846.5,239.139999389648
404983.4375,5015846.5,239.169998168945
404983.125,5015846.5,239.119995117188
404983.34375,5015846.5,239.130004882812
404983,5015846.5,239.139999389648
404983.375,5015846.5,238.800003051758
404982.71875,5015847,239.039993286133
404982.875,5015847,239.110000610352
404982.90625,5015847,239.119995117188
404983.46875,5015846.5,239
404983.3125,5015846.5,239.029998779297
404982.40625,5015847,239.100006103516
404982.125,5015847,239.059997558594
