Xp,Yp,Zp
405112.46875,5015330,236.240005493164
405112.5625,5015330,236.289993286133
405112.46875,5015330,236.210006713867
405112.53125,5015330.5,236.279998779297
405112.25,5015330.5,236.279998779297
405111.46875,5015330,236.289993286133
405112.46875,5015330,236.199996948242
405112.15625,5015330.5,236.190002441406
405112.375,5015330.5,236.190002441406
405112.125,5015330.5,236.169998168945
405112.3125,5015330.5,236.169998168945
405112.5,5015330.5,236.169998168945
405111.46875,5015330,236.179992675781
405112.0625,5015330.5,236.210006713867
405112.25,5015330.5,236.160003662109
405112.4375,5015330.5,236.190002441406
405111.90625,5015330.5,236.210006713867
405112.09375,5015331,236.199996948242
405112.28125,5015331,236.199996948242
405112.5,5015331,236.229995727539
405112.4375,5015330,236.270004272461
405112.59375,5015330,236.320007324219
405111.9375,5015330.5,236.229995727539
405112.1875,5015331,236.220001220703
405112.40625,5015331,236.25
405112.46875,5015330,236.720001220703
405112.03125,5015330.5,236.199996948242
405111.8125,5015330.5,236.169998168945
405112.40625,5015331,236.309997558594
405112.1875,5015331,236.25
