Xp,Yp,Zp
405136.28125,5015396,235.300003051758
405136.03125,5015395.5,235.309997558594
405135.75,5015395.5,235.289993286133
405135.5,5015395.5,235.330001831055
405135.28125,5015395.5,235.380004882812
405136.8125,5015395,235.580001831055
405136.5625,5015394.5,235.610000610352
405136.3125,5015394.5,235.619995117188
405136.0625,5015394.5,235.619995117188
405135.5625,5015394,235.679992675781
405135.34375,5015394,235.75
405137,5015394,235.929992675781
405136.75,5015394,235.899993896484
405136.46875,5015394,235.889999389648
405136.21875,5015393.5,235.889999389648
405137,5015394,235.919998168945
405136.75,5015394,235.899993896484
405136.46875,5015394,235.889999389648
405136.21875,5015393.5,235.880004882812
405137.21875,5015394,236.160003662109
405136.9375,5015394,236.130004882812
405136.65625,5015393.5,236.100006103516
405136.40625,5015393.5,236.070007324219
405136.15625,5015393.5,236.050003051758
405137.5625,5015393,236.539993286133
405138.15625,5015392.5,236.619995117188
405137.875,5015392.5,236.559997558594
405144.09375,5015395.5,236.979995727539
405144.5625,5015395.5,235.639999389648
405144.375,5015395.5,236.740005493164
405144.1875,5015395.5,236.970001220703
405144.09375,5015395.5,237.460006713867
405138.25,5015392.5,236.539993286133
405137.96875,5015392,236.539993286133
405137.6875,5015392,236.470001220703
405138.09375,5015392,236.580001831055
405137.8125,5015392,236.529998779297
405145.1875,5015395.5,235.699996948242
405144.90625,5015395.5,235.699996948242
405144.65625,5015395.5,235.619995117188
405144.78125,5015395.5,236.889999389648
405144.4375,5015395.5,236.619995117188
405144.3125,5015395.5,237.009994506836
405144.15625,5015395.5,237.410003662109
405144.03125,5015395.5,237.770004272461
405138.65625,5015391.5,236.679992675781
405144.34375,5015393.5,235.800003051758
405143.40625,5015393,236.050003051758
405143.5,5015393,237.110000610352
405140.84375,5015391.5,236.75
405140.53125,5015391.5,236.690002441406
405140.28125,5015391.5,236.610000610352
405140.03125,5015391.5,236.589996337891
405139.21875,5015391,236.479995727539
405144.875,5015393,235.839996337891
405144.625,5015393,235.820007324219
405144.375,5015393,235.800003051758
405144.46875,5015393,237.020004272461
405144.15625,5015393,235.889999389648
405143.90625,5015392.5,236.009994506836
405143.65625,5015392.5,235.960006713867
405143.375,5015392.5,235.919998168945
405142.875,5015392,235.899993896484
405141.90625,5015391.5,236.119995117188
405141.6875,5015391.5,236.199996948242
405141.46875,5015391.5,236.25
405141.21875,5015391.5,236.25
405140.96875,5015391,236.229995727539
405140.71875,5015391,236.259994506836
405140.4375,5015391,236.309997558594
405140.21875,5015391,236.339996337891
405144.8125,5015393,235.830001831055
405144.5625,5015393,235.869995117188
405144.3125,5015393,235.839996337891
405144.0625,5015392.5,235.940002441406
405143.84375,5015392.5,236.029998779297
405143.59375,5015392.5,235.970001220703
405143.34375,5015392.5,235.970001220703
405143.03125,5015392,235.839996337891
405142.78125,5015392,235.919998168945
405142.875,5015392,236.990005493164
405142.09375,5015391.5,236.039993286133
405141.875,5015391.5,236.130004882812
405141.625,5015391.5,236.210006713867
405141.375,5015391.5,236.270004272461
405141.125,5015391,236.259994506836
405140.875,5015391,236.259994506836
405140.625,5015391,236.300003051758
405140.375,5015391,236.350006103516
405144.78125,5015393,235.869995117188
405144.5625,5015393,235.970001220703
405144.3125,5015392.5,235.869995117188
405144.0625,5015392.5,235.940002441406
405143.84375,5015392.5,236.059997558594
405143.5625,5015392,236
405143.3125,5015392,235.940002441406
405143,5015392,235.860000610352
405142.78125,5015392,235.929992675781
405142.53125,5015391.5,235.899993896484
405142.3125,5015391.5,235.960006713867
405142.0625,5015391.5,236.050003051758
405141.84375,5015391.5,236.160003662109
405141.59375,5015391,236.229995727539
405141.375,5015391,236.279998779297
405141.125,5015391,236.309997558594
405140.875,5015391,236.330001831055
405140.625,5015390.5,236.350006103516
405140.375,5015390.5,236.369995117188
405145.9375,5015392,236.089996337891
405145.6875,5015392,236.039993286133
405145.40625,5015392,236.020004272461
405145.125,5015391.5,235.990005493164
405144.875,5015391.5,235.990005493164
405144.625,5015391.5,235.970001220703
405144.375,5015391.5,235.970001220703
405144.125,5015391,235.990005493164
405143.875,5015391,236.009994506836
405143.625,5015391,236.020004272461
405143.375,5015391,236.009994506836
405143.125,5015390.5,236
405142.84375,5015390.5,236.009994506836
405142.59375,5015390.5,235.990005493164
405142.375,5015390,236.080001831055
405142.125,5015390,236.080001831055
405141.875,5015390,236.130004882812
405141.625,5015390,236.179992675781
405141.40625,5015389.5,236.240005493164
405141.15625,5015389.5,236.279998779297
405140.90625,5015389.5,236.289993286133
405140.6875,5015389.5,236.320007324219
405140.4375,5015389,236.350006103516
405140.15625,5015389,236.369995117188
405147.15625,5015391,236.369995117188
405146.9375,5015391,236.449996948242
405146.6875,5015391,236.429992675781
405146.40625,5015391,236.429992675781
405146.15625,5015390.5,236.389999389648
