Xp,Yp,Zp
404987.375,5015009,234.190002441406
404987.375,5015009,234.179992675781
404987.78125,5015009,234.190002441406
404987.96875,5015009,234.149993896484
404988.1875,5015009,234.160003662109
404987.375,5015009,234.169998168945
404988.40625,5015009,234.130004882812
404988.53125,5015009,234.139999389648
404988.28125,5015009,234.130004882812
404988,5015009,234.169998168945
404987.40625,5015009,234.169998168945
404988.34375,5015009,234.080001831055
404988.03125,5015009,234.110000610352
404987.8125,5015009,234.100006103516
404988.53125,5015009,234.080001831055
404988.28125,5015009,234.089996337891
404988.53125,5015009,234.130004882812
404988.25,5015009,234.139999389648
404988.46875,5015009,233.979995727539
404988.25,5015009,233.990005493164
404988.03125,5015009,233.970001220703
404988.59375,5015009,233.990005493164
404988.40625,5015009,233.970001220703
404988.5,5015009,234
404988.28125,5015009,233.979995727539
404988.09375,5015009,233.949996948242
