Xp,Yp,Zp
405046.25,5015790,238.5
405046,5015790,238.509994506836
405047.8125,5015790,238.520004272461
405047.59375,5015790,238.529998779297
405047.375,5015790,238.559997558594
405047.125,5015790,238.550003051758
405046.9375,5015789.5,238.600006103516
405046.71875,5015789.5,238.580001831055
405046.46875,5015789.5,238.580001831055
405046.25,5015789.5,238.570007324219
405048.625,5015790,238.720001220703
405048.375,5015790,238.710006713867
405048.15625,5015790,238.75
405047.9375,5015789.5,238.630004882812
405047.21875,5015789.5,238.570007324219
405048.875,5015790,238.699996948242
405048.65625,5015790,238.75
405048.40625,5015790,238.710006713867
405048.1875,5015790,238.759994506836
405047.96875,5015789.5,238.669998168945
405047.71875,5015789.5,238.570007324219
405049.375,5015790,240.110000610352
405049.15625,5015790,238.809997558594
405048.9375,5015790,238.830001831055
405048.6875,5015789.5,238.779998779297
405048.46875,5015789.5,238.770004272461
405048.25,5015789.5,238.779998779297
405048,5015789.5,238.699996948242
405050.53125,5015789.5,239.009994506836
405050.3125,5015789.5,239.020004272461
405050.09375,5015789.5,239.020004272461
405049.84375,5015789.5,238.940002441406
405049.59375,5015789,238.809997558594
405049.34375,5015789,238.729995727539
405049.125,5015789,238.729995727539
405052.71875,5015789.5,238.860000610352
405051.875,5015789,239.080001831055
405051.71875,5015789,239.460006713867
405051.46875,5015789,239.389999389648
405051.21875,5015789,239.139999389648
405050.6875,5015788.5,238.740005493164
405050.4375,5015788.5,238.660003662109
405052.75,5015789.5,238.869995117188
405051.875,5015789,239.059997558594
405051.6875,5015789,239.339996337891
405051.46875,5015789,239.300003051758
405051.1875,5015789,239
405050.6875,5015788.5,238.720001220703
405050.4375,5015788.5,238.679992675781
405051.4375,5015789.5,239.259994506836
405051.28125,5015789.5,239.589996337891
405051,5015789,239.410003662109
405050.75,5015789,239.169998168945
405050.46875,5015789,238.869995117188
405052.96875,5015789.5,238.860000610352
405052.71875,5015789.5,238.889999389648
405052.3125,5015789,239.029998779297
405052.0625,5015789,239
405051.875,5015789,239.089996337891
405051.6875,5015789,239.410003662109
405051.46875,5015789,239.350006103516
405050.9375,5015788.5,239.009994506836
405050.65625,5015788.5,238.729995727539
405054.40625,5015789,239.160003662109
405054.15625,5015789,239.089996337891
405053.96875,5015789,239.259994506836
405054.4375,5015788.5,238.740005493164
405054.34375,5015789,238.759994506836
405055.0625,5015789,239.080001831055
405054.78125,5015789,238.800003051758
405054.5625,5015789,238.75
405055.625,5015789,238.929992675781
405055.375,5015789,238.740005493164
405055.125,5015789,238.690002441406
405054.90625,5015789,238.740005493164
405054.65625,5015788.5,238.729995727539
