Xp,Yp,Zp
405114.25,5015574,237.490005493164
405114.84375,5015573,237.240005493164
405114.59375,5015573,237.169998168945
405114.125,5015574,237.539993286133
405114.34375,5015574,237.550003051758
405114.15625,5015573.5,237.309997558594
405114.375,5015573.5,237.399993896484
405114.5625,5015574,237.490005493164
405114,5015573.5,237.330001831055
405114.21875,5015573.5,237.410003662109
405114.40625,5015574,237.5
405114.59375,5015574,237.559997558594
405113.875,5015573,237.009994506836
405114.03125,5015573,237.130004882812
405114.40625,5015573.5,237.320007324219
405114.59375,5015573.5,237.389999389648
405114.84375,5015573.5,237.300003051758
405114.0625,5015574,236.75
405114.34375,5015573.5,237.149993896484
405114.5625,5015573.5,237.240005493164
405113.96875,5015573,237.039993286133
405114.15625,5015573.5,237.119995117188
405114.375,5015574,237.199996948242
405114.59375,5015574,237.339996337891
405114.46875,5015573.5,237.100006103516
405114.65625,5015573.5,237.190002441406
405113.90625,5015573,237.009994506836
405114.125,5015573.5,237.050003051758
405114.3125,5015573.5,237.100006103516
405114.5,5015574,237.179992675781
405114.46875,5015574,237.309997558594
405114.3125,5015574,237.190002441406
405114.09375,5015573.5,237.160003662109
405114.53125,5015574,237.339996337891
405114.375,5015574,237.199996948242
405114.1875,5015573.5,237.130004882812
405114.40625,5015574,237.25
405114.25,5015574,237.190002441406
405114.03125,5015573.5,237.149993896484
405114.8125,5015573.5,237.229995727539
405114.625,5015573.5,237.149993896484
