Xp,Yp,Zp
405093.78125,5015734,237.679992675781
405094.28125,5015734,237.649993896484
405094.0625,5015734,237.660003662109
405093.84375,5015734,237.660003662109
405094.75,5015734,237.679992675781
405094.53125,5015734,237.669998168945
405094.3125,5015734,237.649993896484
405094.09375,5015733.5,237.649993896484
405093.875,5015733.5,237.649993896484
405093.65625,5015733.5,237.660003662109
405095.125,5015733.5,237.600006103516
405093.65625,5015734,237.75
405094.9375,5015733.5,237.75
405095.125,5015733.5,237.940002441406
405095.375,5015734,237.869995117188
405095.625,5015734,237.789993286133
405093.65625,5015733.5,237.699996948242
405093.875,5015733.5,237.699996948242
405094.09375,5015734,237.699996948242
405094.3125,5015734,237.729995727539
405094.5625,5015734,237.679992675781
405095.375,5015733.5,238.110000610352
405093.6875,5015734,237.479995727539
405094.25,5015733.5,237.669998168945
405094.40625,5015733.5,237.610000610352
405094.5625,5015734,237.580001831055
405094.75,5015734,237.630004882812
405093.84375,5015733.5,237.669998168945
405094.03125,5015733.5,237.649993896484
405094.1875,5015734,237.630004882812
405094.375,5015734,237.639999389648
405094.59375,5015733.5,237.619995117188
405094.96875,5015734,237.570007324219
405095.125,5015734,237.779998779297
405094.03125,5015733.5,237.669998168945
405094.21875,5015733.5,237.649993896484
405094.375,5015734,237.619995117188
405094.53125,5015734,237.600006103516
405094.6875,5015734,237.580001831055
405094.75,5015734,237.559997558594
405094.5,5015734,237.539993286133
405094.1875,5015733.5,237.669998168945
405095.28125,5015734,237.809997558594
405094.9375,5015733.5,237.440002441406
405094.6875,5015733.5,237.440002441406
405094.25,5015734,237.550003051758
405093.96875,5015734,237.600006103516
405093.71875,5015733.5,237.610000610352
405094.78125,5015734,237.529998779297
405094.53125,5015734,237.520004272461
405094.28125,5015733.5,237.550003051758
405094.03125,5015733.5,237.580001831055
