Xp,Yp,Zp
404965.84375,5015954.5,239.190002441406
404965.625,5015954.5,239.190002441406
404965.1875,5015954,239.240005493164
404966.09375,5015954.5,239.199996948242
404965.875,5015954.5,239.160003662109
404965.625,5015954.5,239.179992675781
404965.21875,5015954,239.259994506836
404966.125,5015954.5,239.220001220703
404965.90625,5015954.5,239.179992675781
404965.6875,5015954,239.210006713867
404965.46875,5015954,239.240005493164
404965.25,5015954,239.279998779297
404964.8125,5015953.5,239.279998779297
404966.25,5015954.5,239.169998168945
404966.03125,5015954,239.160003662109
404965.8125,5015954,239.229995727539
404965.625,5015954,239.259994506836
404965.375,5015954,239.240005493164
404964.9375,5015953.5,239.279998779297
404964.71875,5015953.5,239.25
404966.15625,5015954.5,239.179992675781
404965.96875,5015954.5,239.160003662109
404965.71875,5015954.5,239.199996948242
404965.5,5015954,239.220001220703
404965.28125,5015954,239.25
404964.84375,5015953.5,239.270004272461
404966.1875,5015954.5,239.199996948242
404965.96875,5015954.5,239.220001220703
404965.75,5015954.5,239.190002441406
404965.53125,5015954,239.220001220703
404965.3125,5015954,239.25
404966.1875,5015954.5,239.199996948242
404965.96875,5015954,239.169998168945
404965.75,5015954,239.229995727539
404965.53125,5015954,239.25
404965.3125,5015954,239.259994506836
404965.09375,5015953.5,239.259994506836
404964.875,5015953.5,239.300003051758
404966.03125,5015954,239.210006713867
404965.40625,5015954,239.229995727539
404964.96875,5015953.5,239.279998779297
404964.75,5015953.5,239.289993286133
404966.0625,5015954.5,239.160003662109
404965.875,5015954,239.190002441406
404965.625,5015954,239.240005493164
404965.96875,5015954,239.199996948242
404965.75,5015954,239.25
404965.09375,5015953.5,239.330001831055
404965.84375,5015954,239.399993896484
404966.03125,5015954,239.309997558594
404966.1875,5015954.5,239.339996337891
404965.5,5015954,239.470001220703
404965.6875,5015954,239.279998779297
404965.875,5015954.5,239.229995727539
404966.03125,5015954.5,239.210006713867
404966.1875,5015954.5,239.25
404965.15625,5015953.5,239.330001831055
404964.71875,5015953.5,239.360000610352
404965.1875,5015954,239.300003051758
404965.5625,5015954.5,239.25
