x,y,h
405318.21,5015188.85,0.2820355
405325.71,5015180.3,1.160714
405315.9,5015165.98,0.6505585
405314.75,5015151.36,0.3126544
405338.24,5015162.51,2.662722
405324.46,5015141.17,0.3443518
405318.43,5015133.59,0.3066138
405350.34,5015149.78,16.96542
405336.42,5015138.99,6.022815
405352.31,5015155.09,1.963307
405382.65,5015111.39,13.85546
405376.18,5015093,15.14042
405391.15,5015101.32,12.23156
405406.17,5015110.22,13.20224
405377.93,5015076.38,17.06228
405396.76,5015107.33,11.43777
405381.27,5015090.76,14.65478
405391.98,5015104.72,11.47875
405130.39,5015180.15,22.40679
405155.69,5015194.49,21.03766
405156.7,5015166.53,16.8671
405163.1,5015157.54,25.43084
405152.79,5015110.17,24.83915
405142.66,5015094.78,26.73447
405155.65,5015078.61,24.06899
405184.51,5015109.43,23.26975
405222.96,5015148.05,21.39661
405146.5,5015062.43,25.66499
405239,5015154.18,17.28565
405273.71,5015171.2,23.3663
405166.2,5015039.83,25.06915
405265.78,5015146.82,21.32684
405180.07,5015049.88,26.64885
405227.1,5015093.6,15.63461
405167.18,5015032.16,28.57279
405187.86,5015052.18,22.66711
405203.88,5015064.68,24.95617
405199.43,5015053.1,25.36565
405302.72,5015152.3,14.58226
405153.65,5015001.51,26.23006
405160.8,5015006.48,26.61715
405214.91,5015057.64,26.38785
405178.45,5015020.8,26.33984
405238.01,5015073.29,20.42757
405204.66,5015009.12,18.39444
405341.93,5015149.65,16.81454
405348.96,5015143.15,14.78571
405349.94,5015121.35,12.51794
405346.17,5015133.1,14.23106
405365.13,5015120.29,15.92745
405345.25,5015099.02,14.80149
405353.81,5015108.83,13.37186
405358.07,5015100.11,15.14006
405324.74,5015058.06,12.07541
405309.94,5015034.21,15.70547
405361.19,5015089.37,16.92278
405355.05,5015080.75,14.36659
405296.41,5015017.89,18.85273
405358.93,5015079.23,16.87619
405353.02,5015069.77,12.95236
405356.92,5015056.33,14.12403
405352.2,5015062.07,15.10734
405313.43,5015021.68,16.41279
405364.95,5015079.17,19.00947
405376.7,5015105.3,13.64513
405386.26,5015104.88,15.21525
405388.43,5015091.12,12.7966
405400.66,5015104.3,13.3071
405401.47,5015092.78,13.98001
405385.97,5015081.13,15.24628
405372.15,5015088.91,18.20555
405121.5,5015263.31,2.695372
405130.58,5015254.86,17.25093
405132.67,5015249.25,21.1379
405131.73,5015242.23,18.94202
405122.87,5015221.48,3.463855
405154.43,5015229.74,8.39138
405234.53,5015226.53,1.115209
405237.47,5015249.55,0.3764844
405213.24,5015253.96,0.3730274
405129.65,5015318.43,1.328234
405116.22,5015277.71,1.181487
405135.36,5015293.85,13.17365
405143.73,5015288.94,0.3584882
405136.92,5015276.01,18.8057
405145.99,5015282.1,0.3604785
405134.95,5015270.42,22.23781
405178.54,5015294.37,0.6044708
405252.98,5015227.43,1.012837
405247.84,5015218.74,0.6083026
405247.68,5015210.92,0.5725177
405258.84,5015217.17,10.44246
405290.13,5015241.54,2.061039
405291.02,5015228.3,2.344244
405279.24,5015211.33,5.187475
405291.52,5015209.95,0.8305591
405291.19,5015199.12,1.277285
405306.49,5015205.53,4.167007
405316.91,5015198.28,1.335255
405117.12,5015358.91,1.609277
405121.23,5015349.2,0.8069153
405124.25,5015458.59,1.977732
405119.55,5015437.15,0.607168
405208.23,5015452.18,1.726323
405199.36,5015435.2,3.921561
405207.25,5015469.96,1.505499
405148.34,5015312,19.44564
405157.96,5015276.9,26.92764
405216.99,5015249.64,18.84477
405227.94,5015198.49,21.8207
405276.61,5015198.6,20.51466
405270.98,5015199.46,25.15527
404943.66,5015692.73,0.4464001
404995.78,5015615.21,0.572409
404910.61,5015735.59,2.940529
404975.6,5015913.03,1.137543
404972.41,5015958.81,0.763028
404972.57,5015953.59,1.46181
404945.43,5015932.83,1.629327
404986.34,5015940.04,3.152256
404988.06,5015949.23,0.7317938
404980.2,5015948.81,1.749014
404997.65,5015984.46,11.7883
404993.17,5015959.02,7.987504
404998.88,5015938.83,0.6892322
404987.83,5015984.41,28.1695
404985.08,5015977.67,20.55635
404982.99,5015967.75,20.39558
404998.68,5015969.03,16.09126
404551.63,5015502.01,7.22721
404531.6,5015516.17,1.907549
404565.38,5015559.93,9.427124
404568.46,5015554.9,9.667295
404575.62,5015548.4,12.25417
404529.13,5015696.26,11.73345
404513.88,5015722.06,8.470922
404593.02,5015691.2,0.2961999
404590.06,5015698.15,3.057447
404585.32,5015697.11,1.281343
404570.84,5015687.66,9.555902
404577.5,5015695.21,0.7945764
404583.09,5015700.7,1.651695
404589.78,5015704.26,1.024156
404570.68,5015701,0.6099689
404581.12,5015706.68,0.8545691
404574.9,5015705.25,3.786898
404535.43,5015687.9,9.691054
404568.93,5015715.68,1.013813
404563.97,5015716.02,0.4945019
404582.84,5015729.59,2.271214
404535.98,5015707.57,9.752338
404567.75,5015730.44,0.4200549
404579.11,5015564.72,16.94701
404561.94,5015633.08,25.35728
404588.78,5015673.57,19.50561
404599.87,5015533.79,14.50923
404708.59,5015502.3,10.95647
404714.65,5015524.49,11.32268
404691.63,5015510.51,9.886211
404695.05,5015514.02,12.4027
404634.99,5015594.42,12.25579
404640.17,5015578.38,24.59587
404652.58,5015572.09,11.96113
404718.66,5015543.33,11.62614
404697.95,5015533.48,11.95646
404708.71,5015544.47,10.92029
404717.24,5015551.77,10.54532
404703.52,5015540.99,9.6303
404716.22,5015557.54,8.823733
404717.72,5015563.96,9.51556
404716.02,5015573.26,8.283348
404711.6,5015569.72,7.003394
404713.28,5015580.2,9.974734
404707.42,5015575.25,6.724805
404680.29,5015555.63,10.50778
404715.71,5015585.68,9.054959
404680.99,5015562.49,11.88262
404707.72,5015586.48,8.147717
404701.78,5015580.16,9.154356
404698.55,5015585.25,10.16307
404703.25,5015589.21,9.710645
404675.5,5015565.9,11.73608
404661.67,5015572.88,9.080542
404682.44,5015585.46,10.52033
404660.34,5015565.99,11.65657
404698.97,5015591.9,8.30195
404688.34,5015579.31,7.70626
404779.22,5015506.59,10.03704
404769.32,5015501.58,7.58643
404782.38,5015520.29,13.28067
404759.08,5015501.38,9.387238
404766.24,5015508.55,12.51451
404778.49,5015526.2,9.677615
404750.5,5015507.11,10.87251
404745.88,5015501.88,8.032683
404757.9,5015514.9,11.15764
404739.72,5015502.39,8.587546
404747.79,5015512.85,9.29433
404738.68,5015508.35,10.39884
404749.24,5015517.09,12.50183
404731.52,5015509.3,11.13635
404733.77,5015516.29,10.33652
404730.02,5015525.28,11.77088
404844.74,5015507.89,14.03159
404829.13,5015504.32,2.321136
404832.27,5015512.74,10.5344
404824.11,5015512.21,17.44639
404829.98,5015524.38,13.67586
404822.37,5015519.56,8.666403
404826.3,5015527.08,13.17778
404788.55,5015501.9,5.51827
404820.84,5015530.68,12.51025
404807.28,5015530.08,7.949595
404791.33,5015522.82,11.02468
404792.49,5015528.17,14.56761
404743.01,5015543.98,10.13215
404727.29,5015533.2,13.69951
404725.53,5015557.58,10.40797
404782.48,5015563.61,5.670068
404765.83,5015549.77,11.33108
404758.95,5015546.45,10.11286
404775.65,5015538.92,14.49222
404784.83,5015538.01,8.237726
404756.3,5015579.37,9.989315
404736.97,5015570.95,10.69255
404726.03,5015566.24,10.54811
404745.5,5015582.8,8.627304
404746.85,5015587.51,9.922454
404728.06,5015570.55,10.06576
404735.72,5015582.18,8.874641
404725.27,5015575.43,10.37491
404737.56,5015591.85,8.080425
404742.69,5015596.09,7.897237
404727.13,5015582.92,7.797193
404786.26,5015567.99,10.83899
404784.82,5015576.14,6.437705
404769.95,5015566.46,20.06062
404770.59,5015578.85,15.45559
404765.18,5015575.88,13.17863
404765.42,5015580.9,10.30926
404757.85,5015589.1,9.587773
404839.98,5015532.28,14.00153
404841.2,5015538.61,17.4881
404847.81,5015549.13,6.335519
404847.75,5015554.71,9.214797
404837.68,5015549.72,11.30123
404828.23,5015541.02,12.4739
404853.05,5015564.03,10.21698
404843.37,5015558.43,8.78286
404832.88,5015554.02,8.180264
404827.15,5015551.62,10.38603
404837.3,5015561.36,10.11111
404821.59,5015552.66,10.83146
404835.34,5015570.22,12.46567
404817.55,5015558.44,9.899714
404812.75,5015555.74,12.04378
404824.21,5015567.79,7.592705
404842.57,5015583.11,8.635772
404851.11,5015592.23,20.81606
404815.4,5015562.31,5.879272
404832.22,5015580.77,4.418542
404818.52,5015568.28,11.6689
404825.95,5015577.99,5.37393
404817.3,5015574.93,2.986725
404807.9,5015567.34,4.719281
404833.48,5015590.93,4.715328
404795,5015563.18,6.092684
404823.99,5015590.76,9.88572
404650.19,5015602.07,10.98764
404658.38,5015612.93,10.5359
404639.89,5015601.51,8.973135
404649.67,5015611.67,11.55976
404655.05,5015617.04,10.22434
404642.85,5015609.58,10.04407
404627.64,5015610.86,8.247411
404634.73,5015617.09,12.0103
404629.74,5015617.97,14.35263
404657.83,5015640.67,6.50334
404635.8,5015627.47,9.172549
404648.92,5015640.64,18.31642
404656.99,5015654.36,9.911703
404615.53,5015623.9,10.33826
404605.46,5015652.08,9.496065
404612.15,5015651.89,10.2189
404610.27,5015646.08,10.59479
404651.22,5015660.27,10.10051
404646.78,5015658.09,8.757503
404719.16,5015607.57,8.236638
404712.47,5015607.48,7.533591
404724.08,5015620.14,2.643472
404698.2,5015598.89,7.90105
404712.95,5015614.54,7.300363
404692.68,5015601.62,9.488358
404697.45,5015608.66,9.155432
404714.55,5015622.11,11.58062
404701.59,5015613.09,13.09205
404684.95,5015602.62,9.342268
404717.76,5015632.22,6.717009
404699.08,5015616.67,8.151818
404690.3,5015610.29,8.640196
404723.96,5015640.43,3.60945
404702.26,5015626.34,0.393775
404697.4,5015623,8.548724
404683.64,5015614.83,9.34965
404721.92,5015651.75,1.248104
404690.81,5015629.09,6.425734
404684.95,5015624.57,9.084158
404700.89,5015639.63,4.398137
404666.15,5015611.61,10.68572
404668.63,5015618.76,8.967817
404709.54,5015652.47,0.7119336
404672.84,5015625.05,8.159963
404716.94,5015662.56,2.338422
404703.19,5015652.5,0.4063074
404660.7,5015617.73,9.147408
404680.13,5015635.11,9.776995
404712.25,5015660.52,6.191492
404700.61,5015661.12,5.758496
404670.99,5015643.54,10.1358
404663.37,5015644.82,8.651668
404674.01,5015656.88,6.121761
404610.63,5015718.1,0.7386267
404632.1,5015729.31,14.41052
404609.42,5015704.76,0.3382928
404601.81,5015696,4.565874
404647.44,5015725.38,14.86441
404636.05,5015717.73,0.6059418
404612.49,5015694.02,4.946592
404648.78,5015719.05,3.065904
404618.77,5015691.84,4.037685
404650.4,5015712.55,1.193971
404603.57,5015677.31,9.349214
404640.07,5015696.97,4.393862
404603.52,5015671.22,9.929235
404645.25,5015693.45,4.393378
404652.81,5015697.02,1.397303
404627.43,5015670.25,9.871403
404658.88,5015697.05,3.656697
404640.41,5015665.58,8.592907
404658.44,5015676.1,0.9576557
404723.72,5015668.78,4.87844
404715.79,5015671,0.821839
404723.41,5015675.9,0.7674939
404711.24,5015673.69,0.8162323
404723.29,5015688.1,13.0069
404702.41,5015673.39,1.220297
404724.46,5015692.53,9.09137
404683.39,5015665.31,0.6478296
404712.28,5015690.83,12.03305
404705.61,5015687.07,10.95152
404697.54,5015685.97,7.122073
404690.05,5015683.15,3.497958
404676.5,5015674.74,1.41559
404694.01,5015689.07,6.253605
404667.23,5015722.16,14.3985
404677.26,5015728.79,14.62917
404676.01,5015722.79,14.00486
404681.71,5015726.32,14.03905
404672.8,5015718.39,14.48602
404700.97,5015726.61,15.88274
404690.68,5015719.71,3.685731
404663.71,5015699.03,2.274364
404675.87,5015700.49,4.670046
404696.11,5015710.01,9.226801
404702.57,5015718.15,11.26637
404708.85,5015720.46,13.24365
404710.18,5015714.84,9.633125
404669.52,5015685.14,1.688499
404704.89,5015710.85,9.727913
404722.24,5015719.96,3.839738
404677.9,5015685.75,6.149588
404717.1,5015713.53,11.94141
404662.99,5015668.98,1.043474
404687.28,5015687.24,7.863829
404790.74,5015615.44,5.09363
404781.19,5015610.81,2.898628
404774.6,5015604.32,0.3221887
404767.46,5015606.01,0.4212421
404785.01,5015624.83,2.149926
404789.83,5015633.44,7.055764
404773.62,5015625.25,11.04946
404737.25,5015598.78,7.57391
404755.26,5015613.71,13.20357
404790.82,5015649.62,7.242846
404747.87,5015612.79,13.00742
404754.9,5015618.67,13.78716
404780.34,5015641.92,1.087708
404733,5015604.42,9.186221
404763.3,5015632.91,11.94157
404780.77,5015650.22,7.735137
404760.1,5015636.23,6.932323
404768.93,5015647.16,10.93619
404729.08,5015616.54,13.54525
404752.48,5015640.62,3.142319
404764.71,5015653.44,10.60157
404756.07,5015651.27,6.417218
404725.37,5015662.24,0.5500067
404736.87,5015655.21,12.93512
404744.09,5015659.12,6.358064
404732.86,5015649.95,8.692497
404742.89,5015650.14,1.033315
404750.86,5015653.72,3.094705
404758.52,5015657.82,12.41227
404807.68,5015626.17,10.5584
404802.13,5015613.9,3.692482
404812.98,5015618.95,7.978871
404801.52,5015607,5.195361
404809.56,5015614.35,10.69267
404808.53,5015605.76,4.584131
404821.57,5015616.78,11.50665
404814.26,5015606.75,4.450043
404831.21,5015625.89,14.76766
404832.46,5015618.12,15.61663
404845,5015624.61,6.384256
404838.44,5015614.51,10.00777
404850.38,5015615.93,8.538811
404850.17,5015605.72,9.096735
404847.85,5015600.7,10.40413
404796.38,5015656.91,10.74144
404796.28,5015650.6,9.182151
404804.45,5015657.5,12.18118
404800.14,5015651.68,5.504628
404812.7,5015661.94,11.55908
404822.64,5015659.51,8.947751
404813.03,5015648.31,13.83639
404812.15,5015643.42,4.253103
404800.11,5015632.69,8.244427
404821.34,5015651.57,1.292294
404808.95,5015636.6,6.638126
404821.42,5015638.82,6.830078
404830.86,5015656.61,8.003698
404827.93,5015653.38,11.61711
404836.62,5015655.95,8.387097
404843.51,5015661.71,10.64989
404849.79,5015660.3,8.052704
404843.67,5015653.5,11.43095
404831.28,5015644.72,3.626214
404834.78,5015636.33,7.85813
404849.65,5015650.77,6.627845
404839.26,5015635.14,4.714791
404853.34,5015643.58,1.368542
404855.13,5015637.76,4.441718
404782.78,5015671.84,12.11902
404734.44,5015723.85,9.846672
404732.33,5015713.68,10.12564
404738.84,5015715.83,10.7174
404748.12,5015720.28,13.18062
404755.87,5015723.12,8.506425
404741.04,5015702.4,0.4350592
404736.7,5015690.26,10.43946
404731.61,5015684.03,8.325663
404752.43,5015699.1,0.4229895
404770.39,5015711.42,0.560769
404758.46,5015701.85,1.858726
404746.29,5015688.99,11.98041
404777.96,5015712.65,2.317307
404767.8,5015702.6,2.032362
404732.66,5015674.6,5.993099
404748.62,5015685.27,8.832238
404777.93,5015706.26,1.599238
404755.22,5015685.39,8.728228
404784.36,5015706.88,1.769286
404765.48,5015690.7,10.74887
404760.51,5015684.68,9.038368
404771.52,5015692.8,10.82385
404784.82,5015701.6,1.755245
404749.39,5015669.88,6.584677
404777.26,5015689.35,8.972971
404783.81,5015694.93,7.119612
404774.48,5015684.03,10.60863
404762.4,5015674.73,5.67608
404758.65,5015670.83,5.870932
404782.8,5015688.53,7.784548
404777.49,5015684.15,9.34214
404775.03,5015674.73,9.855206
404852.73,5015668.64,4.947302
404848.75,5015672.23,5.402841
404842.01,5015669.19,4.337987
404848.7,5015677.54,4.628836
404829.16,5015662.71,5.696885
404834.97,5015670.29,6.266842
404829.95,5015671.29,1.117084
404849.47,5015688.25,8.511791
404852.59,5015693.68,5.430075
404823.11,5015667.89,6.932141
404849.92,5015699.83,1.682395
404839.15,5015693.99,8.669168
404818.3,5015678.55,4.659055
404805.77,5015667.76,7.583791
404826.94,5015688.26,10.89251
404828.77,5015695.54,10.89009
404823.81,5015694.38,9.739218
404801.84,5015680.08,0.932334
404818.63,5015694.96,10.63569
404840.22,5015713.07,1.219355
404826.16,5015703.56,0.9237329
404792.47,5015674.36,7.287613
404834.88,5015709.71,2.362282
404794.14,5015679.67,1.235381
404807.79,5015692.28,10.55982
404801.58,5015725.36,13.5653
404792.03,5015712.46,1.564261
404814.21,5015726.19,18.82341
404800.42,5015714.01,0.8823401
404817.86,5015723.32,16.31007
404796.11,5015705.26,0.6901556
404823.96,5015723.95,7.920681
404792.92,5015698.48,1.384528
404806.49,5015703.68,1.320601
404795.39,5015692.05,10.86675
404813.23,5015703.09,2.563554
404794.44,5015687.46,7.989343
404819.75,5015708.39,2.475269
404846.65,5015727.17,13.78182
404828.6,5015713.14,1.444509
404912.6,5015505.74,12.79203
404905,5015501.57,12.30565
404907.74,5015507.11,11.68923
404898.9,5015501.04,5.970317
404901.81,5015509.49,3.192725
404890,5015500.92,3.433637
404914.05,5015519.81,5.2375
404917.17,5015525.66,7.4987
404906.7,5015520.34,10.92738
404888.25,5015506.43,9.228027
404902.04,5015520.85,9.795015
404889.45,5015514.67,4.884935
404880.34,5015507.1,0.2766064
404907.76,5015528.08,8.27818
404890.31,5015520.1,5.051695
404897.26,5015529.81,11.94414
404882.26,5015518.45,8.115188
404884.85,5015522.84,6.917991
404874.7,5015516.22,11.19861
404871.8,5015521.07,9.888711
404863.29,5015520.65,13.93781
404855.45,5015514.18,4.093332
404977.92,5015505.54,11.76111
404967.49,5015503.69,5.844427
404961.24,5015501.64,5.314349
404974.24,5015512.53,11.23241
404978.23,5015518.09,10.21187
404953.13,5015500.58,2.977086
404979.88,5015527.11,5.239475
404956.48,5015510.51,3.53055
404946.95,5015503.33,13.60889
404966.75,5015520.39,7.697837
404949.68,5015509,6.365759
404934.28,5015502.52,6.017672
404959.37,5015525.29,6.716782
404941.89,5015511.77,2.476959
404928.77,5015504.34,9.821477
404946.93,5015516.36,8.8159
404920.99,5015500.49,5.451262
404920.7,5015505.95,9.88369
404937.31,5015518.12,4.871983
404930.5,5015519.04,4.836136
404921.49,5015517.01,10.46258
404929.21,5015525.57,11.17352
404918.33,5015533,6.347516
404912.09,5015532.03,9.975914
404914.45,5015536.17,9.457061
404907.68,5015536.86,14.24779
404918.17,5015550.44,16.33621
404907.08,5015542.7,10.53822
404890.3,5015533.24,12.78152
404861.17,5015583.15,13.07453
404864.47,5015579.7,10.17888
404883.31,5015588.75,16.44272
404861.61,5015563.71,0.4439221
404866.67,5015559.05,14.61508
404901.03,5015586.39,14.45292
404913.44,5015593.48,14.64976
404869.74,5015554.3,9.584301
404890.61,5015571.06,5.790587
404855.88,5015543.39,11.08746
404875.76,5015558.59,15.79683
404903.78,5015577.9,9.663271
404910.13,5015583.13,11.44207
404883.02,5015561.49,16.91323
404858.93,5015538.92,12.18412
404870.19,5015545.7,5.420288
404898.89,5015568.1,6.966419
404916.79,5015581.85,8.267263
404904.88,5015573.19,1.42389
404887.62,5015556.66,6.339474
404877.13,5015545.25,9.140822
404881.77,5015548.95,7.571557
404896.88,5015559.26,11.36739
404863.91,5015534.76,8.949474
404912.13,5015571.72,3.165499
404902.02,5015563.19,12.82703
404909.03,5015565.44,8.739519
404869.83,5015532.01,6.38164
404906.17,5015557.33,10.3602
404899.22,5015550.66,13.21246
404879.79,5015535.99,12.20487
404914.01,5015562.48,6.609415
404879.22,5015532.29,4.061042
404899.62,5015545.15,5.843763
404978.73,5015532.61,6.259333
404968.72,5015531.28,12.78186
404962.51,5015529.73,9.372583
404967.39,5015537.66,4.944126
404976.78,5015548.91,5.168151
404962.7,5015539.81,10.91476
404978.03,5015554.71,4.945947
404950.77,5015537.94,13.23624
404957.72,5015543.14,10.30681
404969.29,5015555.04,2.930677
404982.4,5015563.7,5.58325
404939.18,5015530.73,12.27326
404950.29,5015546.24,2.394564
404958.77,5015552.86,11.03299
404943.41,5015542.03,5.522362
404971.34,5015562.23,7.732678
404938.3,5015538.17,7.693666
404975.17,5015568.93,7.335214
404965.82,5015560.97,10.51736
404929.89,5015535.03,6.848794
404953.62,5015554.39,5.834223
404958.36,5015558.58,4.6783
404945.1,5015552.85,3.751637
404962.53,5015565.42,7.957742
404948.13,5015558.04,2.654268
404965.79,5015571.13,3.746863
404960.36,5015573.57,4.214889
404977.32,5015587.13,9.475123
404941.32,5015562.14,4.67932
404948.29,5015567.57,7.718371
404963.58,5015579.64,6.129437
404925.03,5015552.08,4.478802
404974.48,5015594.81,11.20431
404958.35,5015581.07,11.03934
404920.66,5015556.56,5.53812
404938.13,5015571.11,6.433771
404923.21,5015584.59,7.727962
404927.83,5015587.76,8.295779
404923.7,5015574.26,4.721591
404954.64,5015593.98,19.89815
404937.24,5015577.44,8.662756
404922,5015564.42,7.402068
404930.16,5015567.97,8.058241
404941.5,5015578.04,7.907518
404998.36,5015524.98,20.8699
404991.86,5015521.5,11.21893
404999.03,5015519.33,13.79025
404992.35,5015509.86,12.82014
404997.95,5015510.19,6.449939
404987.93,5015504.03,3.357186
404990.47,5015565.26,10.01648
404998.74,5015566.8,10.24563
404997.56,5015561.3,3.006398
404990.11,5015550.02,9.485806
404998.04,5015549.86,4.790029
404916.49,5015601.63,9.831923
404919.48,5015606.28,8.668339
404908.34,5015598.2,11.92796
404913.49,5015611.06,9.184026
404908.68,5015608.92,10.06378
404905.12,5015606.99,7.772024
404896.79,5015599.46,8.68193
404908.52,5015613.81,5.680146
404918.13,5015625.8,10.17698
404899.42,5015609.7,5.737667
404890.62,5015607.74,6.61653
404904.44,5015618.68,13.0926
404896.73,5015614.85,6.525817
404885.32,5015605.46,2.346854
404876.84,5015601.94,10.0037
404884.79,5015611.88,4.543991
404906.76,5015629.82,2.06515
404896.7,5015621.49,8.938301
404919.41,5015643.57,8.837145
404902.96,5015633.6,3.668504
404891.41,5015623.63,4.912569
404870.22,5015606.08,5.115395
404896.99,5015628.58,1.545678
404873.77,5015616.4,6.549156
404895.19,5015634.48,6.753095
404869.07,5015611.93,12.88626
404883.74,5015627.59,9.014878
404891.65,5015637.94,5.800886
404904.7,5015652.51,2.835964
404857.64,5015612.57,6.927882
404885.12,5015645.31,12.70725
404858.99,5015623.26,9.097363
404897.79,5015656.7,5.780971
404892.57,5015653.54,6.422783
404870.01,5015632.42,12.49507
404888.35,5015656.77,8.799889
404865.24,5015635.73,10.84224
404875.44,5015644.24,6.2758
404879.21,5015649.77,11.31962
404876.92,5015654.58,10.54769
404866.95,5015651.79,8.928134
404873,5015659.67,10.48075
404861.28,5015649.53,11.51474
404857.87,5015654.94,6.75075
404862.07,5015657.74,8.763147
404961.42,5015596,12.35391
404969.18,5015603.99,18.45951
404956.86,5015605.51,19.17029
404965.05,5015612.3,13.14677
404946.53,5015611.77,12.36683
404923.18,5015596.76,7.436512
404945.46,5015621.99,9.179748
404937.59,5015617.32,18.95296
404928.85,5015625.08,11.83072
404925.71,5015637.93,13.2807
404942.75,5015655.83,18.01381
404928.61,5015654.56,5.337047
404913.08,5015665.43,18.35702
404897.14,5015662.97,3.967261
404919.31,5015690.93,4.199666
404886.56,5015665.59,5.758198
404882.76,5015661.59,4.226413
404914.99,5015693.4,1.416442
404899.25,5015681.85,15.14417
404886.7,5015671.86,0.6569495
404907.75,5015698.51,2.480793
404874.72,5015672.6,5.301527
404870.65,5015667.61,3.769811
404861.15,5015663.83,5.970799
404894.17,5015693.55,1.409873
404915.74,5015716.68,2.371136
404878.42,5015684.4,14.48421
404862.13,5015671.23,4.7467
404896.02,5015702.61,2.4324
404908.56,5015718.51,1.773992
404889.07,5015700.56,3.009884
404878.03,5015690.67,9.499591
404864.55,5015683.37,6.975162
404910.14,5015723.88,15.18039
404872.2,5015692.71,1.117847
404887.71,5015707.36,1.387478
404861.37,5015685.5,8.702806
404862.81,5015696.28,2.296988
404856.52,5015688.78,6.556161
404876.22,5015706.09,1.08443
404899.34,5015725.43,7.617678
404893.83,5015725.85,10.98687
404859.77,5015703.32,2.552585
404866.43,5015708.23,1.297249
404870.29,5015721.61,5.423383
404966.22,5015669.06,0.3287811
404953.66,5015661.07,11.33937
404946.33,5015661.83,16.85068
404957.31,5015675.7,0.3529169
404945.62,5015675.83,2.154583
404936.2,5015671.99,11.34654
404925.38,5015665.79,15.53012
404929.73,5015685.65,1.705356
404923.13,5015677.76,12.18332
404925.26,5015687.97,1.774681
404925.66,5015693.91,2.126355
404926.69,5015715.14,0.3372681
404640.65,5015590.82,20.08904
404652.04,5015596.02,13.92223
404651.97,5015589.01,13.34057
404662.38,5015594.01,13.88349
404666.62,5015598.16,11.04443
404660.3,5015582.09,19.35643
404681.25,5015595.45,10.3676
404667.97,5015581.83,23.3491
404666.2,5015566.26,21.59184
404663.14,5015557.81,14.18357
404692.85,5015566.29,24.07938
404673.72,5015549.74,14.64828
404691.12,5015554.99,11.47504
404672.92,5015536.17,11.55515
404705.27,5015559.92,26.04612
404703.28,5015556.43,25.37554
404679.76,5015530.96,12.86571
404690.32,5015537.99,11.30319
404695.92,5015542.57,12.45031
404703.7,5015546.12,11.74246
404680.69,5015522.6,13.28805
404687.02,5015525.51,13.07484
404708.12,5015536.28,21.7792
404685.46,5015515.41,12.39072
404702.91,5015527.15,17.10962
404707.75,5015530.86,25.27678
404721.51,5015537.11,12.4722
404700.66,5015517.51,13.03757
404713.35,5015515.63,12.41986
404718.38,5015500.28,12.28918
404837.17,5015506.05,17.95052
404818.45,5015501.25,20.78831
404843.28,5015523.98,14.1777
404837.25,5015521.81,12.91316
404827.29,5015520.53,14.88112
404803.93,5015502.87,23.17752
404812.52,5015515.65,20.13906
404799.75,5015513.32,20.79939
404827.07,5015535.62,13.16499
404813.28,5015531.24,19.67223
404798.7,5015524.82,17.43824
404855.15,5015570.4,20.28359
404853.3,5015575.55,21.97091
404809.88,5015541.42,21.52482
404776.03,5015514.63,18.70953
404816.72,5015547.13,19.12441
404800.4,5015536.01,21.30275
404841.47,5015575.19,24.30545
404787.42,5015530.2,15.83948
404855.05,5015588.76,22.85098
404763.95,5015513.26,21.81824
404768.37,5015521.51,25.0385
404761.03,5015518.57,22.33401
404802.87,5015555.87,18.79105
404785.3,5015546.81,15.62322
404725.74,5015593.45,18.51855
404731.89,5015560.89,11.4678
404726.11,5015547.49,13.52008
404739.03,5015558.83,21.45745
404743.83,5015561.75,21.29786
404747.04,5015566.1,20.61944
404752.15,5015569.84,15.22024
404733.56,5015547.36,12.55436
404747.6,5015559.99,22.93561
404759.36,5015561.9,20.33913
404749.78,5015553.84,22.705
404732.99,5015535.33,11.90071
404771.77,5015556.83,14.38306
404725.43,5015517.23,13.02456
404755.55,5015533.49,26.78974
404638.51,5015649.71,23.89933
404620.67,5015635.76,23.8722
404716.57,5015726.22,14.15138
404630.01,5015660.4,19.80401
404617.29,5015655.66,11.6285
404622.84,5015664.36,20.856
404680.25,5015717.06,14.2353
404618.78,5015670.7,23.10824
404606.87,5015662.62,11.60042
404598.44,5015674.86,21.41749
404655.53,5015722.83,17.26616
404640.67,5015728.47,16.19956
404634.29,5015642.2,21.01977
404642.36,5015648.66,16.28447
404617.92,5015626.63,13.97003
404637.17,5015634.31,21.97784
404633.24,5015623.22,14.1958
404652.4,5015637.34,20.27902
404646.25,5015630.21,18.60617
404655.69,5015632.13,18.88787
404647.86,5015622.57,18.26472
404625.78,5015605.51,19.72258
404663.4,5015630.86,17.56861
404661.13,5015625.44,18.726
404662.79,5015603.99,11.75757
404675.64,5015603.23,20.06625
404708.86,5015624.94,13.00563
404676.06,5015599.5,18.71121
404705.31,5015599.89,19.16339
404727.65,5015726.7,20.00381
404741.77,5015720.52,18.11201
404785.96,5015728.33,16.61858
404807.5,5015727.59,20.17046
404830.97,5015725.58,24.62183
404835.83,5015725.66,26.33661
404772.57,5015653.4,15.68891
404787.7,5015667.39,12.97278
404784.91,5015658.74,16.13508
404796.07,5015667.56,13.54117
404739.19,5015614.74,16.4196
404790.65,5015642.5,20.12916
404825.32,5015631.3,16.32785
404819.43,5015627.12,19.75854
404830.49,5015631.95,15.61946
404820.27,5015610.82,16.89666
404827.53,5015611.31,18.1591
404851.08,5015623.49,11.6335
